OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,repeatID
36950,1305938,SFO-2008CACDFFKU006742,NONFED,ST-CACDF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,006742      ,,I 5 ACCESS RAMP  /S DERRI,,,,,,2008,6/17/2008,169,1259.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,36.43694444,-120.39388888,MISSING/NOT SPECIFIED,CA,FRESNO,6019.0,Fresno County,128
36951,1305939,SFO-2008CACDFFKU006744,NONFED,ST-CACDF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,006744      ,,FIVE                     ,,,,,,2008,6/17/2008,169,1501.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,36.43694444,-120.39388888,MISSING/NOT SPECIFIED,CA,FRESNO,6019.0,Fresno County,128
37568,1306653,SFO-2010-CACDFFKU008232,NONFED,ST-CACDF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,008232      ,,RIVER                    ,,,,,,2010,7/19/2010,200,,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,36.73111111,-119.47111111,MISSING/NOT SPECIFIED,CA,,,,109
37570,1306655,SFO-2010-CACDFFKU008235,NONFED,ST-CACDF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,008235      ,,RIVER 2                  ,,,,,,2010,7/19/2010,200,,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,36.73111111,-119.47111111,MISSING/NOT SPECIFIED,CA,,,,109
37627,1306741,SFO-2010-CACDFFKU007790,NONFED,ST-CACDF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,007790      ,,STATE                    ,,,,,,2010,7/9/2010,190,,Human,Railroad operations and maintenance,,missing date,,,1.0,B,36.64888888,-119.70305555,MISSING/NOT SPECIFIED,CA,,,,473
37628,1306742,SFO-2010-CACDFFKU007795,NONFED,ST-CACDF,ST/C&L,USCAFKU,Fresno-Kings Unit,CAFKU,CDF - Fresno-Kings Unit,,007795      ,,GOLD                     ,,,,,,2010,7/9/2010,190,,Human,Railroad operations and maintenance,,missing date,,,1.0,B,36.64888888,-119.70305555,MISSING/NOT SPECIFIED,CA,,,,473
37928,1309832,SFO-2001CACDFMMU008132,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,008132      ,,WINTON WAY               ,,,,,,2001,5/21/2001,141,2213.0,Human,Equipment and vehicle use,,5/21/2001,141.0,2217.0,0.1,A,37.38194444,-120.60388888,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,168
37929,1309833,SFO-2001CACDFMMU008136,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,008136      ,,GERTRUDE                 ,,,,,,2001,5/21/2001,141,2238.0,Human,Equipment and vehicle use,,5/21/2001,141.0,2243.0,0.1,A,37.38194444,-120.60388888,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,168
37960,1309870,SFO-2001CACDFMMU007841,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,007841      ,,ROAD SIDE                ,,,,,,2001,5/17/2001,137,2233.0,Human,Missing data/not specified/undetermined,,5/17/2001,137.0,2247.0,0.1,A,37.31,-120.53194444,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,211
37961,1309871,SFO-2001CACDFMMU007842,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,007842      ,,ROAD SIDE 2              ,,,,,,2001,5/17/2001,137,2248.0,Human,Missing data/not specified/undetermined,,5/17/2001,137.0,2255.0,0.1,A,37.31,-120.53194444,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,211
38079,1310016,SFO-2001CACDFMMU011157,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,011157      ,,ROADSIDE 11157           ,,,,,,2001,7/4/2001,185,2232.0,Human,Missing data/not specified/undetermined,,7/4/2001,185.0,2237.0,0.2,A,36.98888888,-120.08305555,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,317
38081,1310018,SFO-2001CACDFMMU011143,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,011143      ,,ROADSIDE 11143           ,,,,,,2001,7/4/2001,185,2112.0,Human,Missing data/not specified/undetermined,,7/4/2001,185.0,2123.0,0.2,A,36.98888888,-120.08305555,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,317
38492,1310494,SFO-2002CACDFMMU011567,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,011567      ,,MADERA# 1351             ,,,,,,2002,7/10/2002,191,1446.0,Human,Missing data/not specified/undetermined,,7/10/2002,191.0,1450.0,0.1,A,36.96,-120.04694444,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,227
38495,1310497,SFO-2002CACDFMMU011547,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,011547      ,,MADERA# 1350             ,,,,,,2002,7/10/2002,191,758.0,Human,Missing data/not specified/undetermined,,7/10/2002,191.0,802.0,0.1,A,36.96,-120.04694444,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,227
38781,1310836,SFO-2003CACDFMMU010225,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,010225      ,,SANTAE FE 20225          ,,,,,,2003,6/20/2003,171,1403.0,Human,Arson/incendiarism,,6/20/2003,171.0,1417.0,0.1,A,37.12,-120.13805555,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,59
38782,1310837,SFO-2003CACDFMMU010233,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,010233      ,,SANTA FE 10233           ,,,,,,2003,6/20/2003,171,1411.0,Human,Arson/incendiarism,,6/20/2003,171.0,1419.0,0.1,A,37.12,-120.13805555,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,59
38783,1310838,SFO-2003CACDFMMU010234,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,010234      ,,SANTA FE 10234           ,,,,,,2003,6/20/2003,171,1414.0,Human,Arson/incendiarism,,6/20/2003,171.0,1425.0,0.1,A,37.12,-120.13805555,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,59
38993,1311070,SFO-2003CACDFMMU013932,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,013932      ,,TRACTOR                  ,,,,,,2003,8/7/2003,219,1149.0,Human,Equipment and vehicle use,,8/7/2003,219.0,1150.0,0.1,A,36.93111111,-119.86694444,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,53
38994,1311071,SFO-2003CACDFMMU013969,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,013969      ,,DIRTY RAT 2              ,,,,,,2003,8/7/2003,219,2346.0,Human,Missing data/not specified/undetermined,,8/7/2003,219.0,2350.0,0.1,A,36.93111111,-119.86694444,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,53
38995,1311072,SFO-2003CACDFMMU013936,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,013936      ,,SUTHERLAND               ,,,,,,2003,8/7/2003,219,1208.0,Human,Missing data/not specified/undetermined,,8/7/2003,219.0,1210.0,0.1,A,36.93111111,-119.86694444,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,53
40036,1312303,SFO-2006CACDFMMU005356,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,005356      ,,ROADSIDE 5356            ,,,,,,2006,5/13/2006,133,504.0,Human,Missing data/not specified/undetermined,,5/13/2006,133.0,518.0,0.1,A,36.96,-119.86694444,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,329
40037,1312304,SFO-2006CACDFMMU005355,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,005355      ,,ROADSIDE 5355            ,,,,,,2006,5/13/2006,133,433.0,Human,Missing data/not specified/undetermined,,5/13/2006,133.0,451.0,0.1,A,36.96,-119.86694444,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,329
40481,1312820,SFO-2007CACDFMMU004258,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,004258      ,,CASTL FIRE STA 89 CAST 13,,,,,,2007,4/12/2007,102,1042.0,Human,Missing data/not specified/undetermined,,missing date,,,2.0,B,37.36888888,-120.56611111,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,372
40484,1312823,SFO-2007CACDFMMU004259,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,004259      ,,CASTL FIRE STA 89 CAST 14,,,,,,2007,4/12/2007,102,1046.0,Human,Debris and open burning,,missing date,,,2.0,B,37.36888888,-120.56611111,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,372
40742,1313100,SFO-2007CACDFMMU008601,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,008601      ,,YOSEMITE SPRINGS PKWY  26,,,,,,2007,7/8/2007,189,619.0,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,37.18388888,-119.76694444,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,352
40744,1313103,SFO-2007CACDFMMU008600,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,008600      ,,YOSEMITE SPRINGS PKWY  25,,,,,,2007,7/8/2007,189,600.0,Human,Misuse of fire by a minor,Minor,missing date,,,1.0,B,37.18388888,-119.76694444,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,352
41127,1313536,SFO-2008CACDFMMU004227,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,004227      ,,CASTL FIRE STA 89 CAST 31,,,,,,2008,4/9/2008,100,1453.0,Human,Arson/incendiarism,,missing date,,,2.0,B,37.36888888,-120.56611111,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,374
41130,1313539,SFO-2008CACDFMMU004226,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,004226      ,,CASTL FIRE STA 89 CAST 30,,,,,,2008,4/9/2008,100,1452.0,Human,Missing data/not specified/undetermined,,missing date,,,2.0,B,37.36888888,-120.56611111,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,374
41246,1313655,SFO-2008CACDFMMU006148,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,006148      ,,HWY 99  N/ COLLIER RD 40 ,,,,,,2008,5/19/2008,140,1827.0,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,37.40888888,-120.75194444,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,388
41251,1313660,SFO-2008CACDFMMU006139,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,006139      ,,HWY 99  S/ COLLIER RD 24 ,,,,,,2008,5/19/2008,140,1628.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,37.40888888,-120.75194444,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,388
41684,1314097,SFO-2008CACDFMMU011178,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,011178      ,,HWY 145   MADERA 26      ,,,,,,2008,8/22/2008,235,2344.0,Human,Arson/incendiarism,,missing date,,,0.1,A,36.93611111,-120.05611111,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,489
41685,1314098,SFO-2008CACDFMMU011175,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,011175      ,,MAD 1477 3               ,,,,,,2008,8/22/2008,235,2309.0,Human,Arson/incendiarism,,missing date,,,0.1,A,36.93611111,-120.05611111,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,489
41733,1314147,SFO-2008CACDFMMU013667,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,013667      ,,HWY 152  E/ HWY 59 OFF 24,,,,,,2008,10/10/2008,284,,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,37.08111111,-120.49805555,MISSING/NOT SPECIFIED,CA,,,,525
41813,1314227,SFO-2008CACDFMMU013652,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,013652      ,,HWY 152  E/ HWY 59 OFF 23,,,,,,2008,10/10/2008,284,1615.0,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,37.08111111,-120.49805555,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,525
41977,1314421,SFO-2009-CACDFMMU006956,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,006956      ,,I5  N/ HWY 33 6          ,,,,,,2009,5/21/2009,141,1815.0,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,37.10611111,-121.01611111,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,179
41978,1314422,SFO-2009-CACDFMMU006945,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,006945      ,,I5  N/ HWY 33 5          ,,,,,,2009,5/21/2009,141,1440.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,37.10611111,-121.01611111,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,179
42004,1314451,SFO-2009-CACDFMMU008284,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,008284      ,,SHARI LN  MADERA_ACRES 2 ,,,,,,2009,6/15/2009,166,1742.0,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,37.06805555,-120.015,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,123
42005,1314452,SFO-2009-CACDFMMU008266,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,008266      ,,SHARI LN  MADERA_ACRES   ,,,,,,2009,6/15/2009,166,1128.0,Human,Smoking,,missing date,,,1.0,B,37.06805555,-120.015,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,123
42805,1320442,SFO-2002CACDFTCU008080,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008080      ,,P.G.&E. #10              ,,,,,,2002,10/13/2002,286,1004.0,Human,Equipment and vehicle use,,10/13/2002,286.0,1015.0,0.1,A,38.15611111,-120.9,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,10
42806,1320443,SFO-2002CACDFTCU008081,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008081      ,,P.G.&E. #11              ,,,,,,2002,10/13/2002,286,1004.0,Human,Equipment and vehicle use,,10/13/2002,286.0,1015.0,0.1,A,38.15611111,-120.9,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,10
42807,1320444,SFO-2002CACDFTCU008082,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008082      ,,P.G.&E. #12              ,,,,,,2002,10/13/2002,286,1004.0,Human,Equipment and vehicle use,,10/13/2002,286.0,1015.0,0.1,A,38.15611111,-120.9,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,10
42808,1320445,SFO-2002CACDFTCU008083,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008083      ,,P.G.& E.#13              ,,,,,,2002,10/13/2002,286,1004.0,Human,Equipment and vehicle use,,10/13/2002,286.0,1015.0,0.1,A,38.15611111,-120.9,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,10
42809,1320446,SFO-2002CACDFTCU008084,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008084      ,,P.G.&E.#14               ,,,,,,2002,10/13/2002,286,1004.0,Human,Equipment and vehicle use,,10/13/2002,286.0,1015.0,0.1,A,38.15611111,-120.9,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,10
42810,1320447,SFO-2002CACDFTCU008079,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008079      ,,P.G.&E. #9               ,,,,,,2002,10/13/2002,286,1004.0,Human,Equipment and vehicle use,,10/13/2002,286.0,1154.0,0.1,A,38.15611111,-120.9,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,10
43031,1320816,SFO-2004CACDFTCU005968,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005968      ,,SULLIVAN CREEK #4        ,,,,,,2004,7/24/2004,206,1207.0,Human,Arson/incendiarism,,7/24/2004,206.0,1217.0,0.1,A,37.955,-120.36805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,18
43032,1320817,SFO-2004CACDFTCU005969,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005969      ,,SULLIVAN CREEK #5        ,,,,,,2004,7/24/2004,206,1207.0,Human,Arson/incendiarism,,7/24/2004,206.0,1217.0,0.1,A,37.955,-120.36805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,18
43033,1320818,SFO-2004CACDFTCU005962,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005962      ,,SULLIVA CREEK #1         ,,,,,,2004,7/24/2004,206,1207.0,Human,Arson/incendiarism,,7/24/2004,206.0,1217.0,0.1,A,37.955,-120.36805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,18
43034,1320819,SFO-2004CACDFTCU005966,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005966      ,,SULLIVAN CREEK #2        ,,,,,,2004,7/24/2004,206,1207.0,Human,Arson/incendiarism,,7/24/2004,206.0,1217.0,0.1,A,37.955,-120.36805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,18
43035,1320820,SFO-2004CACDFTCU005967,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005967      ,,SULLIVAN CREEK #3        ,,,,,,2004,7/24/2004,206,1207.0,Human,Arson/incendiarism,,7/24/2004,206.0,1217.0,0.1,A,37.955,-120.36805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,18
43058,1320858,SFO-2004CACDFTCU008924,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008924      ,,HWY12 #3                 ,,,,,,2004,10/21/2004,295,1403.0,Human,Equipment and vehicle use,,10/21/2004,295.0,1445.0,0.2,A,38.22888888,-120.82611111,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,351
43059,1320859,SFO-2004CACDFTCU008925,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008925      ,,HWY 12 #4                ,,,,,,2004,10/21/2004,295,1403.0,Human,Equipment and vehicle use,,10/21/2004,295.0,1445.0,0.2,A,38.22888888,-120.82611111,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,351
43070,1320872,SFO-2004CACDFTCU005833,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005833      ,,HERD#1                   ,,,,,,2004,7/20/2004,202,1900.0,Human,Equipment and vehicle use,,7/20/2004,202.0,1915.0,0.1,A,38.05694444,-120.275,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,31
43071,1320873,SFO-2004CACDFTCU005835,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005835      ,,HERD#3                   ,,,,,,2004,7/20/2004,202,1900.0,Human,Equipment and vehicle use,,7/20/2004,202.0,1915.0,0.1,A,38.05694444,-120.275,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,31
43072,1320874,SFO-2004CACDFTCU005834,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005834      ,,HERD#2                   ,,,,,,2004,7/20/2004,202,1900.0,Human,Equipment and vehicle use,,7/20/2004,202.0,1915.0,0.1,A,38.05694444,-120.275,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,31
43073,1320875,SFO-2004CACDFTCU005836,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005836      ,,HERD#4                   ,,,,,,2004,7/20/2004,202,1900.0,Human,Equipment and vehicle use,,7/20/2004,202.0,1915.0,0.1,A,38.05694444,-120.275,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,31
43083,1320896,SFO-2004CACDFTCU007226,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,007226      ,,WAGONER #1               ,,,,,,2004,8/28/2004,241,1837.0,Human,Equipment and vehicle use,,8/28/2004,241.0,1910.0,1.0,B,37.93805555,-120.91694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,78
43084,1320897,SFO-2004CACDFTCU007227,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,007227      ,,WAGONER #2               ,,,,,,2004,8/28/2004,241,1837.0,Human,Equipment and vehicle use,,8/28/2004,241.0,1910.0,1.0,B,37.93805555,-120.91694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,78
43085,1320898,SFO-2004CACDFTCU007228,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,007228      ,,WAGONER# 3               ,,,,,,2004,8/28/2004,241,1837.0,Human,Equipment and vehicle use,,8/28/2004,241.0,1910.0,1.0,B,37.93805555,-120.91694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,78
43194,1321056,SFO-2005CACDFTCU008000,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008000      ,,HWY 26 #2                ,,,,,,2005,9/14/2005,257,826.0,Human,Missing data/not specified/undetermined,,9/14/2005,257.0,832.0,0.1,A,38.17111111,-120.82611111,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,350
43195,1321057,SFO-2005CACDFTCU008007,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008007      ,,HWY 26 #3                ,,,,,,2005,9/14/2005,257,826.0,Human,Missing data/not specified/undetermined,,9/14/2005,257.0,832.0,0.1,A,38.17111111,-120.82611111,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,350
43196,1321058,SFO-2005CACDFTCU008002,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008002      ,,HWY 12 #4                ,,,,,,2005,9/14/2005,257,843.0,Human,Missing data/not specified/undetermined,,9/14/2005,257.0,900.0,0.1,A,38.2,-120.80694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,70
43197,1321059,SFO-2005CACDFTCU008004,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008004      ,,HWY 12 #5                ,,,,,,2005,9/14/2005,257,843.0,Human,Missing data/not specified/undetermined,,9/14/2005,257.0,900.0,0.1,A,38.2,-120.80694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,70
43198,1321060,SFO-2005CACDFTCU008005,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008005      ,,HWY 12 #6                ,,,,,,2005,9/14/2005,257,843.0,Human,Missing data/not specified/undetermined,,9/14/2005,257.0,900.0,0.1,A,38.2,-120.80694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,70
