OBJECTID,FOD_ID,FPA_ID,SOURCE_SYSTEM_TYPE,SOURCE_SYSTEM,NWCG_REPORTING_AGENCY,NWCG_REPORTING_UNIT_ID,NWCG_REPORTING_UNIT_NAME,SOURCE_REPORTING_UNIT,SOURCE_REPORTING_UNIT_NAME,LOCAL_FIRE_REPORT_ID,LOCAL_INCIDENT_ID,FIRE_CODE,FIRE_NAME,ICS_209_PLUS_INCIDENT_JOIN_ID,ICS_209_PLUS_COMPLEX_JOIN_ID,MTBS_ID,MTBS_FIRE_NAME,COMPLEX_NAME,FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,NWCG_CAUSE_CLASSIFICATION,NWCG_GENERAL_CAUSE,NWCG_CAUSE_AGE_CATEGORY,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME,repeatID
40829,1313202,SFO-2007CACDFMMU009960,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,009960      ,,S SANTA FE AV / BURCHEL 2,,,,,,2007,8/4/2007,216,1119.0,Human,Debris and open burning,,missing date,,,5.0,B,37.26305555,-120.28888888,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,423
40830,1313203,SFO-2007CACDFMMU009914,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,009914      ,,S SANTA FE AV / BURCHELL ,,,,,,2007,8/4/2007,216,1120.0,Human,Debris and open burning,,missing date,,,1.0,B,37.26305555,-120.28888888,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,423
40916,1313293,SFO-2007CACDFMMU010476,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,010476      ,,BOX IC                   ,,,,,,2007,8/16/2007,228,1455.0,Human,Missing data/not specified/undetermined,,missing date,,,0.1,A,37.10611111,-121.01611111,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,173
40920,1313297,SFO-2007CACDFMMU010464,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,010464      ,,33 IC                    ,,,,,,2007,8/16/2007,228,1113.0,Human,Equipment and vehicle use,,missing date,,,0.3,B,37.10611111,-121.01611111,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,173
41291,1313700,SFO-2008CACDFMMU006877,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,006877      ,,CASTL FIRE STA 89 CAST 36,,,,,,2008,6/2/2008,154,1212.0,Human,Equipment and vehicle use,,missing date,,,0.3,B,37.36888888,-120.56611111,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,405
41292,1313701,SFO-2008CACDFMMU006879,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,006879      ,,CASTL FIRE STA 89 CAST 37,,,,,,2008,6/2/2008,154,1408.0,Human,Equipment and vehicle use,,missing date,,,2.0,B,37.36888888,-120.56611111,MISSING/NOT SPECIFIED,CA,MERCED,6047.0,Merced County,405
41498,1313907,SFO-2008CACDFMMU008776,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,008776      ,,AVE 26  / RD 19 8        ,,,,,,2008,7/6/2008,188,333.0,Human,Missing data/not specified/undetermined,,missing date,,,4.0,B,37.11305555,-120.21111111,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,410
41570,1313981,SFO-2008CACDFMMU008794,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,008794      ,,RD 18.5  / AVE 25        ,,,,,,2008,7/6/2008,188,1241.0,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,37.11305555,-120.21111111,MISSING/NOT SPECIFIED,CA,MADERA,6039.0,Madera County,410
42499,1315104,SFO-2010-CACDFMMU010994,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,010994      ,,AVE 15  / RD 39.5        ,,,,,,2010,7/28/2010,209,,Human,Missing data/not specified/undetermined,,missing date,,,0.1,A,36.96694444,-119.83111111,MISSING/NOT SPECIFIED,CA,,,,599
42502,1315107,SFO-2010-CACDFMMU010997,NONFED,ST-CACDF,ST/C&L,USCAMMU,Merced-Mariposa Unit,CAMMU,CDF - Merced-Mariposa Unit,,010997      ,,RD 39.5  / AVE 15        ,,,,,,2010,7/28/2010,209,,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,36.96694444,-119.83111111,MISSING/NOT SPECIFIED,CA,,,,599
42872,1320550,SFO-2003CACDFTCU005006,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005006      ,,FRENCH GULCH #4          ,,,,,,2003,7/16/2003,197,254.0,Human,Arson/incendiarism,,7/16/2003,197.0,345.0,3.0,B,38.12805555,-120.49388888,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,39
42873,1320551,SFO-2003CACDFTCU005005,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005005      ,,FRENCH GULCH #3          ,,,,,,2003,7/16/2003,197,254.0,Human,Arson/incendiarism,,7/16/2003,197.0,345.0,0.1,A,38.12805555,-120.49388888,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,39
42874,1320552,SFO-2003CACDFTCU005003,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005003      ,,FRENCH GULCH #1          ,,,,,,2003,7/16/2003,197,254.0,Human,Arson/incendiarism,,7/16/2003,197.0,345.0,0.1,A,38.12805555,-120.49388888,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,39
42875,1320553,SFO-2003CACDFTCU005004,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005004      ,,FRENCH GULCH #2          ,,,,,,2003,7/16/2003,197,254.0,Human,Arson/incendiarism,,7/16/2003,197.0,345.0,4.5,B,38.12805555,-120.49388888,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,39
42893,1320575,SFO-2003CACDFTCU006121,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,006121      ,,STANDARD#2               ,,,,,,2003,8/16/2003,228,108.0,Human,Arson/incendiarism,,8/16/2003,228.0,112.0,0.1,A,37.96888888,-120.31388888,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,249
42895,1320578,SFO-2003CACDFTCU006120,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,006120      ,,STANDARD#1               ,,,,,,2003,8/16/2003,228,44.0,Human,Missing data/not specified/undetermined,,8/16/2003,228.0,105.0,0.2,A,37.96888888,-120.31388888,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,249
42913,1320601,SFO-2003CACDFTCU005311,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005311      ,,HWY 108 #4               ,,,,,,2003,7/23/2003,204,2213.0,Human,Equipment and vehicle use,,7/23/2003,204.0,2240.0,0.2,A,37.97,-120.36805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,122
42914,1320602,SFO-2003CACDFTCU005310,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005310      ,,HWY 108 #3               ,,,,,,2003,7/23/2003,204,2213.0,Human,Equipment and vehicle use,,7/23/2003,204.0,2240.0,0.3,B,37.97,-120.36805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,122
42995,1320756,SFO-2004CACDFTCU005156,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005156      ,,WOODWARD #4              ,,,,,,2004,7/4/2004,186,1735.0,Human,Missing data/not specified/undetermined,,7/4/2004,186.0,1745.0,1.0,B,37.835,-120.84194444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,297
42996,1320757,SFO-2004CACDFTCU005213,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005213      ,,WOODWARD #5              ,,,,,,2004,7/4/2004,186,2233.0,Human,Missing data/not specified/undetermined,,7/4/2004,186.0,2243.0,2.0,B,37.835,-120.84194444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,297
43060,1320860,SFO-2004CACDFTCU008926,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008926      ,,HWY 12 #5                ,,,,,,2004,10/21/2004,295,1403.0,Human,Equipment and vehicle use,,10/21/2004,295.0,1445.0,0.3,B,38.22888888,-120.80694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,3
43061,1320861,SFO-2004CACDFTCU008927,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008927      ,,HWY 12 #6                ,,,,,,2004,10/21/2004,295,1403.0,Human,Equipment and vehicle use,,10/21/2004,295.0,1445.0,0.1,A,38.22888888,-120.80694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,3
43062,1320862,SFO-2004CACDFTCU008928,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008928      ,,HWY 12 #7                ,,,,,,2004,10/21/2004,295,1403.0,Human,Equipment and vehicle use,,10/21/2004,295.0,1445.0,0.3,B,38.22888888,-120.80694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,3
43063,1320863,SFO-2004CACDFTCU008929,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008929      ,,HWY 12#8                 ,,,,,,2004,10/21/2004,295,1403.0,Human,Equipment and vehicle use,,10/21/2004,295.0,1445.0,0.3,B,38.22888888,-120.80694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,3
43064,1320864,SFO-2004CACDFTCU008930,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008930      ,,HWY 12 #9                ,,,,,,2004,10/21/2004,295,1403.0,Human,Equipment and vehicle use,,10/21/2004,295.0,1445.0,1.0,B,38.22888888,-120.80694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,3
43065,1320865,SFO-2004CACDFTCU008931,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008931      ,,HWY 12#10                ,,,,,,2004,10/21/2004,295,1403.0,Human,Equipment and vehicle use,,10/21/2004,295.0,1445.0,0.3,B,38.22888888,-120.80694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,3
43079,1320887,SFO-2004CACDFTCU006440,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,006440      ,,HWY 4 #2                 ,2004_CA-TCU-006428_CALAVERAS COMPLEX,2004_CA-TCU-006428_CALAVERAS COMPLEX,CA3791712067420040806,CALAVERAS COMPLEX,CALAVERAS COMPLEX,2004,8/6/2004,219,1545.0,Human,Missing data/not specified/undetermined,,8/9/2004,222.0,1800.0,3443.0,F,37.93694444,-120.73305555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,290
43080,1320888,SFO-2004CACDFTCU006441,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,006441      ,,HWY 4 #3                 ,,,,,,2004,8/6/2004,219,1545.0,Human,Missing data/not specified/undetermined,,8/9/2004,222.0,1800.0,2.0,B,37.93694444,-120.73305555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,290
43095,1320916,SFO-2004CACDFTCU008932,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008932      ,,HWY12 #11                ,,,,,,2004,10/21/2004,295,1403.0,Human,Equipment and vehicle use,,10/21/2004,295.0,1445.0,0.2,A,38.22888888,-120.80694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,3
43096,1320917,SFO-2004CACDFTCU008933,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008933      ,,HWY 12 #12               ,,,,,,2004,10/21/2004,295,1403.0,Human,Equipment and vehicle use,,10/21/2004,295.0,1445.0,3.0,B,38.22888888,-120.80694444,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,3
43144,1320987,SFO-2005CACDFTCU004247,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004247      ,,FRANKENHEIMER #1         ,,,,,,2005,6/6/2005,157,126.0,Human,Equipment and vehicle use,,6/6/2005,157.0,216.0,19.5,C,37.835,-120.78611111,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,25
43145,1320988,SFO-2005CACDFTCU004268,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004268      ,,FRANKENHEIMER #3         ,,,,,,2005,6/6/2005,157,126.0,Human,Equipment and vehicle use,,6/6/2005,157.0,216.0,0.1,A,37.835,-120.78611111,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,25
43146,1320989,SFO-2005CACDFTCU004269,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004269      ,,FRANKENHEIMER #4         ,,,,,,2005,6/6/2005,157,126.0,Human,Equipment and vehicle use,,6/6/2005,157.0,216.0,0.1,A,37.835,-120.78611111,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,25
43147,1320990,SFO-2005CACDFTCU004270,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004270      ,,FRANKENHEIMER #5         ,,,,,,2005,6/6/2005,157,126.0,Human,Equipment and vehicle use,,6/6/2005,157.0,216.0,0.1,A,37.835,-120.78611111,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,25
43148,1320991,SFO-2005CACDFTCU004271,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004271      ,,FRANKENHEIMER #6         ,,,,,,2005,6/6/2005,157,126.0,Human,Equipment and vehicle use,,6/6/2005,157.0,216.0,0.1,A,37.835,-120.78611111,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,25
43259,1321167,SFO-2005CACDFTCU008957,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008957      ,,108 #6                   ,,,,,,2005,10/12/2005,285,407.0,Human,Missing data/not specified/undetermined,,10/12/2005,285.0,528.0,0.1,A,37.955,-120.42305555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,82
43260,1321168,SFO-2005CACDFTCU008958,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008958      ,,108 #7                   ,,,,,,2005,10/12/2005,285,436.0,Human,Missing data/not specified/undetermined,,10/12/2005,285.0,555.0,0.1,A,37.955,-120.42305555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,82
43261,1321169,SFO-2005CACDFTCU008959,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008959      ,,108# 8                   ,,,,,,2005,10/12/2005,285,436.0,Human,Missing data/not specified/undetermined,,10/12/2005,285.0,530.0,2.0,B,37.955,-120.42305555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,82
43288,1321209,SFO-2006CACDFTCU005202,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005202      ,,RITTS #2                 ,,,,,,2006,6/21/2006,172,955.0,Human,Railroad operations and maintenance,,6/21/2006,172.0,1040.0,2.0,B,37.79111111,-120.49111111,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,467
43289,1321210,SFO-2006CACDFTCU005190,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,005190      ,,RITTS                    ,,,,,,2006,6/21/2006,172,955.0,Human,Railroad operations and maintenance,,6/21/2006,172.0,1131.0,85.0,C,37.79111111,-120.49111111,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,467
43367,1321336,SFO-2006CACDFTCU008120,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008120      ,,F#679 108#1 DINEEN       ,,,,,,2006,9/4/2006,247,2052.0,Human,Equipment and vehicle use,,missing date,,,0.5,B,37.84305555,-120.50805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,26
43368,1321337,SFO-2006CACDFTCU008126,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008126      ,,FIRE #682 108#4 HUTCH    ,,,,,,2006,9/4/2006,247,1715.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,37.84305555,-120.50805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,26
43369,1321338,SFO-2006CACDFTCU008124,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008124      ,,F#680 108#2 STEWARD      ,,,,,,2006,9/4/2006,247,2034.0,Human,Equipment and vehicle use,,missing date,,,2.0,B,37.84305555,-120.50805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,26
43370,1321339,SFO-2006CACDFTCU008127,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008127      ,,FIRE #683 108#5 FREMD    ,,,,,,2006,9/4/2006,247,1920.0,Human,Equipment and vehicle use,,missing date,,,4.0,B,37.84305555,-120.50805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,26
43371,1321340,SFO-2006CACDFTCU008125,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,008125      ,,F#681 108#3 SANDERS      ,,,,,,2006,9/4/2006,247,1736.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,37.84305555,-120.50805555,MISSING/NOT SPECIFIED,CA,TUOLUMNE,6109.0,Tuolumne County,26
43387,1321356,SFO-2006CACDFTCU010005,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,010005      ,,F#839 - BUCHANAN         ,,,,,,2006,11/2/2006,306,,Human,Missing data/not specified/undetermined,,missing date,,,1.0,B,38.20194444,-121.02694444,MISSING/NOT SPECIFIED,CA,,,,532
43407,1321382,SFO-2006CACDFTCU009999,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,009999      ,,F#838 BUCHANAN           ,,,,,,2006,11/2/2006,306,,Human,Missing data/not specified/undetermined,,missing date,,,5.0,B,38.20194444,-121.02694444,MISSING/NOT SPECIFIED,CA,,,,532
43421,1321405,SFO-2007CACDFTCU004131,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004131      ,,WATERTOWN IC TAC 8       ,,,,,,2007,5/16/2007,136,1448.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,38.20805555,-120.82805555,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,55
43422,1321406,SFO-2007CACDFTCU004133,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004133      ,,WATERTOWN #2             ,,,,,,2007,5/16/2007,136,1459.0,Human,Equipment and vehicle use,,missing date,,,10.0,C,38.20805555,-120.82805555,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,55
43423,1321407,SFO-2007CACDFTCU004134,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004134      ,,WATERTOWN #3             ,,,,,,2007,5/16/2007,136,1501.0,Human,Equipment and vehicle use,,missing date,,,2.0,B,38.20805555,-120.82805555,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,55
43433,1321423,SFO-2007CACDFTCU070046,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,070046      ,,,,,,,,2007,6/2/2007,153,1532.0,Human,Debris and open burning,,missing date,,,0.2,A,38.24611111,-120.36388888,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,166
43434,1321425,SFO-2007CACDFTCU004811,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004811      ,,VENADO/TAC2              ,,,,,,2007,6/2/2007,153,1534.0,Human,Debris and open burning,,missing date,,,1.0,B,38.24611111,-120.36388888,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,166
43465,1321476,SFO-2007CACDFTCU004186,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004186      ,,HOWARD #8                ,,,,,,2007,5/17/2007,137,1646.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,38.29305555,-120.71,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,1
43466,1321477,SFO-2007CACDFTCU004180,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004180      ,,HOWARD #3                ,,,,,,2007,5/17/2007,137,1646.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,38.29305555,-120.71,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,1
43467,1321478,SFO-2007CACDFTCU004182,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004182      ,,HOWARD #5                ,,,,,,2007,5/17/2007,137,1646.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,38.29305555,-120.71,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,1
43468,1321479,SFO-2007CACDFTCU004184,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004184      ,,HOWARD #7                ,,,,,,2007,5/17/2007,137,1646.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,38.29305555,-120.71,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,1
43469,1321480,SFO-2007CACDFTCU004183,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004183      ,,HOWARD #6                ,,,,,,2007,5/17/2007,137,1646.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,38.29305555,-120.71,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,1
43470,1321481,SFO-2007CACDFTCU004187,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004187      ,,HOWARD #9                ,,,,,,2007,5/17/2007,137,1646.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,38.29305555,-120.71,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,1
43471,1321483,SFO-2007CACDFTCU004185,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004185      ,,HOWARD #10               ,,,,,,2007,5/17/2007,137,1646.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,38.29305555,-120.71,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,1
43472,1321484,SFO-2007CACDFTCU004181,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004181      ,,HOWARD #4                ,,,,,,2007,5/17/2007,137,1646.0,Human,Equipment and vehicle use,,missing date,,,1.0,B,38.29305555,-120.71,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,1
43473,1321485,SFO-2007CACDFTCU004171,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,004171      ,,HOWARD #1                ,,,,,,2007,5/17/2007,137,1647.0,Human,Missing data/not specified/undetermined,,missing date,,,7.0,B,38.29305555,-120.71,MISSING/NOT SPECIFIED,CA,CALAVERAS,6009.0,Calaveras County,1
43513,1321548,SFO-2007CACDFTCU006979,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,006979      ,,MCINTIRE 2               ,,,,,,2007,7/28/2007,209,1933.0,Human,Missing data/not specified/undetermined,,missing date,,,27.0,C,38.19805555,-121.06805555,MISSING/NOT SPECIFIED,CA,SAN JOAQUIN,6077.0,San Joaquin County,87
43514,1321549,SFO-2007CACDFTCU006978,NONFED,ST-CACDF,ST/C&L,USCATCU,Tuolumne-Calaveras Unit,CATCU,Tuolumne-Calaveras Unit,,006978      ,,HWY 12  / HWY 88         ,,,,,,2007,7/28/2007,209,1910.0,Human,Missing data/not specified/undetermined,,missing date,,,2.0,B,38.19805555,-121.06805555,MISSING/NOT SPECIFIED,CA,SAN JOAQUIN,6077.0,San Joaquin County,87
